customer_name,customer_contact_name,customer_country,employee_name,employee_title,shipper_name,ship_name,order_date,delivery_date,freight_value,order_value,billable_value
Customer GLLAG,"Song, Lolan",Germany,"Lew, Judy",Sales Manager,Shipper ZHISN,Destination RMBHM,2022-03-07,2022-04-04,44.12,717.6,761.72
Customer GLLAG,"Song, Lolan",Germany,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination RMBHM,2021-10-07,2021-11-04,4.88,164.4,169.28
Customer GYBBY,"Birkby, Dana",United Kingdom,"Cameron, Maria",Sales Representative,Shipper ETYNR,Destination QKQNB,2022-02-04,2022-03-18,9.21,631.6,640.81
Customer GYBBY,"Birkby, Dana",United Kingdom,"Funk, Don","Vice President, Sales",Shipper GVSUA,Destination ARRMM,2022-03-03,2022-03-31,6.17,156,162.17
Customer GYBBY,"Birkby, Dana",United Kingdom,"King, Russell",Sales Representative,Shipper ETYNR,Destination QKQNB,2023-01-23,2023-02-20,38.24,931.5,969.74
Customer HFBZG,"Cunningham, Conor",United Kingdom,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 4-B,2021-12-16,2022-01-13,34.24,899,933.24
Customer HFBZG,"Cunningham, Conor",United Kingdom,"Davis, Sara",CEO,Shipper ETYNR,Ship to 4-B,2022-06-04,2022-07-02,72.97,2142.9,2215.87
Customer HFBZG,"Cunningham, Conor",United Kingdom,"Davis, Sara",CEO,Shipper ETYNR,Ship to 4-C,2022-02-21,2022-03-21,25.36,407.7,433.06
Customer HFBZG,"Cunningham, Conor",United Kingdom,"Davis, Sara",CEO,Shipper ETYNR,Ship to 4-C,2022-11-17,2022-12-15,23.72,319.2,342.92
Customer HFBZG,"Cunningham, Conor",United Kingdom,"Doyle, Patricia",Sales Representative,Shipper ETYNR,Ship to 4-A,2023-04-10,2023-05-08,33.8,491.5,525.3
Customer HFBZG,"Cunningham, Conor",United Kingdom,"Doyle, Patricia",Sales Representative,Shipper ETYNR,Ship to 4-B,2023-03-16,2023-03-30,23.72,4441.25,4464.97
Customer HFBZG,"Cunningham, Conor",United Kingdom,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 4-B,2022-12-08,2023-01-05,146.32,1477,1623.32
Customer HFBZG,"Cunningham, Conor",United Kingdom,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 4-B,2022-12-24,2023-01-21,4.52,191.1,195.62
Customer HFBZG,"Cunningham, Conor",United Kingdom,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 4-A,2023-03-03,2023-03-31,29.61,390,419.61
Customer HFBZG,"Cunningham, Conor",United Kingdom,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 4-C,2023-02-02,2023-03-02,3.04,282,285.04
Customer HFBZG,"Cunningham, Conor",United Kingdom,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 4-A,2022-10-16,2022-10-30,21.74,1641,1662.74
Customer HFBZG,"Cunningham, Conor",United Kingdom,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 4-C,2022-11-14,2022-11-28,10.96,228,238.96
Customer HFBZG,"Cunningham, Conor",United Kingdom,"Suurs, Paul",Sales Representative,Shipper GVSUA,Ship to 4-A,2021-11-15,2021-12-13,41.95,480,521.95
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 5-B,2023-01-28,2023-02-25,188.85,2048.2125,2237.0625
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 5-C,2021-08-12,2021-09-09,92.69,1488.8,1581.49
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Davis, Sara",CEO,Shipper ETYNR,Ship to 5-A,2022-05-01,2022-05-29,244.79,3192.65,3437.44
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Davis, Sara",CEO,Shipper ETYNR,Ship to 5-A,2022-08-11,2022-09-08,138.69,1503.6,1642.29
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Davis, Sara",CEO,Shipper ETYNR,Ship to 5-B,2022-10-01,2022-10-29,13.42,472.5,485.92
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Davis, Sara",CEO,Shipper ZHISN,Ship to 5-A,2022-11-07,2022-12-05,110.11,1459,1569.11
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Doyle, Patricia",Sales Representative,Shipper ETYNR,Ship to 5-C,2022-09-17,2022-10-01,95.75,3815.25,3911
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Doyle, Patricia",Sales Representative,Shipper ZHISN,Ship to 5-A,2023-01-16,2023-02-13,13.32,1064.5,1077.82
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 5-B,2021-08-14,2021-09-11,8.98,613.2,622.18
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 5-A,2023-03-04,2023-04-01,151.52,1835.7,1987.22
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 5-B,2022-06-18,2022-07-16,116.43,1501.085,1617.515
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 5-A,2022-02-13,2022-03-13,9.3,174.9,184.2
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 5-A,2022-12-16,2023-01-13,6.79,96.5,103.29
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 5-B,2022-02-12,2022-03-12,3.5,1031.7,1035.2
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 5-C,2021-12-16,2022-01-13,168.64,2222.4,2391.04
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Mortensen, Sven",Sales Manager,Shipper GVSUA,Ship to 5-B,2023-02-03,2023-03-03,109.11,1096.2,1205.31
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Mortensen, Sven",Sales Manager,Shipper GVSUA,Ship to 5-C,2022-09-02,2022-09-30,55.26,601.83,657.09
Customer HGVLZ,"Higginbotham, Tom",Sweden,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 5-A,2023-02-06,2023-03-06,32.37,709.55,741.92
Customer IAIJK,"Zaki, Amr",Canada,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 42-A,2022-08-05,2022-09-02,0.94,57.5,58.44
Customer IAIJK,"Zaki, Amr",Canada,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 42-A,2023-01-01,2023-01-29,4.33,187,191.33
Customer IAIJK,"Zaki, Amr",Canada,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 42-C,2022-04-03,2022-05-01,4.65,278,282.65
Customer IBVRG,"Zhang, Frank",Brazil,"Cameron, Maria",Sales Representative,Shipper ZHISN,Destination JPAIY,2022-12-09,2023-01-06,5.32,236.25,241.57
Customer IBVRG,"Zhang, Frank",Brazil,"Davis, Sara",CEO,Shipper ETYNR,Destination JPAIY,2023-03-27,2023-04-24,193.37,15810,16003.37
Customer IBVRG,"Zhang, Frank",Brazil,"Davis, Sara",CEO,Shipper GVSUA,Destination JPAIY,2022-10-02,2022-10-30,15.8,862.5,878.3
Customer IBVRG,"Zhang, Frank",Brazil,"Davis, Sara",CEO,Shipper GVSUA,Destination SCQXA,2023-02-13,2023-03-13,4.99,3127.5,3132.49
Customer IBVRG,"Zhang, Frank",Brazil,"Doyle, Patricia",Sales Representative,Shipper ETYNR,Destination SCQXA,2023-04-14,2023-05-12,6.27,1402,1408.27
Customer IBVRG,"Zhang, Frank",Brazil,"Funk, Don","Vice President, Sales",Shipper GVSUA,Destination SCQXA,2022-05-19,2022-06-16,68.65,1946.52,2015.17
Customer IBVRG,"Zhang, Frank",Brazil,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination JPAIY,2021-07-10,2021-07-24,58.17,1444.8,1502.97
Customer IBVRG,"Zhang, Frank",Brazil,"Lew, Judy",Sales Manager,Shipper GVSUA,Destination DPCVR,2023-04-27,2023-05-25,67.26,1332,1399.26
Customer IBVRG,"Zhang, Frank",Brazil,"Lew, Judy",Sales Manager,Shipper GVSUA,Destination JPAIY,2023-03-04,2023-04-01,2.27,475.15,477.42
Customer IBVRG,"Zhang, Frank",Brazil,"Lew, Judy",Sales Manager,Shipper ZHISN,Destination DPCVR,2023-02-24,2023-03-24,36.71,932.05,968.76
Customer IBVRG,"Zhang, Frank",Brazil,"Mortensen, Sven",Sales Manager,Shipper ZHISN,Destination DPCVR,2023-03-03,2023-03-31,62.74,742.5,805.24
Customer IBVRG,"Zhang, Frank",Brazil,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination DPCVR,2022-12-18,2023-01-15,124.98,1442.5,1567.48
Customer IBVRG,"Zhang, Frank",Brazil,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination SCQXA,2021-07-08,2021-08-05,65.83,1552.6,1618.43
Customer IBVRG,"Zhang, Frank",Brazil,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination DPCVR,2022-08-26,2022-09-23,12.41,1535,1547.41
Customer IRRVL,"Veronesi, Giorgio",Germany,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 63-B,2023-03-19,2023-04-16,275.79,3584,3859.79
Customer IRRVL,"Veronesi, Giorgio",Germany,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 63-A,2023-01-21,2023-02-04,212.98,3812.7,4025.68
Customer IRRVL,"Veronesi, Giorgio",Germany,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 63-A,2022-10-06,2022-11-03,398.36,4825,5223.36
Customer IRRVL,"Veronesi, Giorgio",Germany,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 63-B,2021-08-21,2021-09-18,229.24,3016,3245.24
Customer IRRVL,"Veronesi, Giorgio",Germany,"Davis, Sara",CEO,Shipper ETYNR,Ship to 63-B,2021-08-20,2021-09-17,76.83,1743.36,1820.19
Customer IRRVL,"Veronesi, Giorgio",Germany,"Davis, Sara",CEO,Shipper ETYNR,Ship to 63-C,2021-11-22,2021-12-20,183.17,2046.24,2229.41
Customer IRRVL,"Veronesi, Giorgio",Germany,"Davis, Sara",CEO,Shipper ETYNR,Ship to 63-C,2022-12-22,2023-01-19,42.7,731.5,774.2
Customer IRRVL,"Veronesi, Giorgio",Germany,"Davis, Sara",CEO,Shipper GVSUA,Ship to 63-A,2023-04-01,2023-04-29,38.51,2296,2334.51
Customer IRRVL,"Veronesi, Giorgio",Germany,"Doyle, Patricia",Sales Representative,Shipper GVSUA,Ship to 63-C,2022-11-18,2022-12-16,3.52,4529.8,4533.32
Customer IRRVL,"Veronesi, Giorgio",Germany,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 63-A,2021-09-24,2021-10-22,1.96,182.4,184.36
Customer IRRVL,"Veronesi, Giorgio",Germany,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 63-B,2021-11-04,2021-12-02,249.06,2924.8,3173.86
Customer IRRVL,"Veronesi, Giorgio",Germany,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 63-B,2022-10-03,2022-11-14,810.05,10164.8,10974.85
Customer IRRVL,"Veronesi, Giorgio",Germany,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 63-A,2023-02-02,2023-02-16,348.14,16387.5,16735.64
Customer IRRVL,"Veronesi, Giorgio",Germany,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 63-B,2022-04-23,2022-05-07,204.47,9921.3,10125.77
Customer IRRVL,"Veronesi, Giorgio",Germany,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 63-A,2022-07-03,2022-07-31,194.67,3120,3314.67
Customer IRRVL,"Veronesi, Giorgio",Germany,"King, Russell",Sales Representative,Shipper GVSUA,Ship to 63-B,2022-05-05,2022-06-02,41.9,1503,1544.9
Customer IRRVL,"Veronesi, Giorgio",Germany,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 63-C,2023-03-10,2023-04-07,31.89,2731.875,2763.765
Customer IRRVL,"Veronesi, Giorgio",Germany,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 63-B,2023-04-14,2023-05-12,297.18,6306.24,6603.42
Customer IRRVL,"Veronesi, Giorgio",Germany,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 63-A,2021-08-05,2021-09-02,76.07,2037.28,2113.35
Customer IRRVL,"Veronesi, Giorgio",Germany,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 63-A,2022-12-04,2023-01-01,42.74,1515.6,1558.34
Customer IRRVL,"Veronesi, Giorgio",Germany,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 63-C,2022-05-19,2022-06-16,1007.64,10191.7,11199.34
Customer IRRVL,"Veronesi, Giorgio",Germany,"Mortensen, Sven",Sales Manager,Shipper GVSUA,Ship to 63-C,2022-05-27,2022-06-10,171.24,3554.275,3725.515
Customer IRRVL,"Veronesi, Giorgio",Germany,"Mortensen, Sven",Sales Manager,Shipper ZHISN,Ship to 63-A,2022-10-29,2022-11-26,48.92,923.875,972.795
Customer IRRVL,"Veronesi, Giorgio",Germany,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 63-C,2023-04-02,2023-04-30,1.12,560,561.12
Customer IRRVL,"Veronesi, Giorgio",Germany,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 63-B,2022-01-17,2022-02-14,17.55,1814.8,1832.35
Customer IRRVL,"Veronesi, Giorgio",Germany,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 63-B,2023-02-10,2023-03-10,46.69,1539,1585.69
Customer IRRVL,"Veronesi, Giorgio",Germany,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 63-C,2022-09-05,2022-10-03,364.15,4464.6,4828.75
Customer IRRVL,"Veronesi, Giorgio",Germany,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 63-C,2022-02-19,2022-03-05,189.09,3849.66,4038.75
Customer JMIKW,"Gonzalez, Nuria",Denmark,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 73-A,2022-06-03,2022-07-15,9.8,835.2,845
Customer JMIKW,"Gonzalez, Nuria",Denmark,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 73-A,2022-09-15,2022-10-13,24.39,570,594.39
Customer JMIKW,"Gonzalez, Nuria",Denmark,"King, Russell",Sales Representative,Shipper ETYNR,Ship to 73-A,2023-05-06,2023-06-03,18.44,232.085,250.525
Customer JMIKW,"Gonzalez, Nuria",Denmark,"King, Russell",Sales Representative,Shipper ZHISN,Ship to 73-A,2021-10-29,2021-11-26,26.78,352.6,379.38
Customer JMIKW,"Gonzalez, Nuria",Denmark,"King, Russell",Sales Representative,Shipper ZHISN,Ship to 73-C,2022-08-22,2022-09-19,41.89,696,737.89
Customer JMIKW,"Gonzalez, Nuria",Denmark,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 73-A,2022-12-29,2023-01-26,257.26,2942.8125,3200.0725
Customer JMIKW,"Gonzalez, Nuria",Denmark,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 73-C,2022-01-16,2022-02-13,70.29,11188.4,11258.69
Customer JUWXK,"Richardson, Shawn",Brazil,"Cameron, Maria",Sales Representative,Shipper GVSUA,Destination HQZHO,2021-08-27,2021-09-24,79.7,2169,2248.7
Customer JUWXK,"Richardson, Shawn",Brazil,"Davis, Sara",CEO,Shipper ETYNR,Destination EVHYA,2023-03-23,2023-04-20,0.21,108,108.21
Customer JUWXK,"Richardson, Shawn",Brazil,"Funk, Don","Vice President, Sales",Shipper GVSUA,Destination EVHYA,2023-04-22,2023-05-06,29.99,405.75,435.74
Customer JUWXK,"Richardson, Shawn",Brazil,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination EVHYA,2022-04-02,2022-04-30,65.99,912,977.99
Customer JUWXK,"Richardson, Shawn",Brazil,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination GGSQD,2022-03-06,2022-04-03,11.93,216,227.93
Customer JYPSC,"Goldin, Maxim",Belgium,"Doyle, Patricia",Sales Representative,Shipper ETYNR,Ship to 50-A,2023-03-26,2023-04-23,32.82,1303.195,1336.015
Customer JYPSC,"Goldin, Maxim",Belgium,"King, Russell",Sales Representative,Shipper ZHISN,Ship to 50-A,2023-02-19,2023-03-19,32.45,750.5,782.95
Customer JYPSC,"Goldin, Maxim",Belgium,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 50-C,2023-04-07,2023-05-05,44.84,295.38,340.22
Customer JYPSC,"Goldin, Maxim",Belgium,"Mortensen, Sven",Sales Manager,Shipper ETYNR,Ship to 50-B,2022-05-07,2022-06-04,66.69,946,1012.69
Customer JYPSC,"Goldin, Maxim",Belgium,"Mortensen, Sven",Sales Manager,Shipper ZHISN,Ship to 50-B,2022-08-28,2022-09-25,6.2,1434,1440.2
Customer JYPSC,"Goldin, Maxim",Belgium,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 50-A,2023-02-17,2023-03-17,120.27,2090,2210.27
Customer JYPSC,"Goldin, Maxim",Belgium,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 50-B,2022-12-01,2022-12-29,155.64,2917,3072.64
Customer KBUDE,"Strome, David",Mexico,"Davis, Sara",CEO,Shipper ZHISN,Destination LANNN,2022-09-22,2022-10-20,4.03,813.365,817.395
Customer KBUDE,"Strome, David",Mexico,"King, Russell",Sales Representative,Shipper GVSUA,Destination FQFLS,2022-04-15,2022-05-13,47.45,749.0625,796.5125
Customer KBUDE,"Strome, David",Mexico,"King, Russell",Sales Representative,Shipper ZHISN,Destination LANNN,2022-06-19,2022-07-17,84.84,2082,2166.84
Customer KBUDE,"Strome, David",Mexico,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination FQFLS,2021-11-27,2021-12-25,22,403.2,425.2
Customer KBUDE,"Strome, David",Mexico,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination FQFLS,2023-01-28,2023-02-25,58.43,660,718.43
Customer KBUDE,"Strome, David",Mexico,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination RTGIS,2022-09-25,2022-10-23,36.13,375.5,411.63
Customer KBUDE,"Strome, David",Mexico,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination FQFLS,2022-05-13,2022-06-10,15.64,1940.85,1956.49
Customer KIDPX,"Russo, Giuseppe",Brazil,"Doyle, Patricia",Sales Representative,Shipper ZHISN,Destination RNSMS,2021-12-18,2022-01-01,13.99,166,179.99
Customer KIDPX,"Russo, Giuseppe",Brazil,"Funk, Don","Vice President, Sales",Shipper ZHISN,Destination SSYXZ,2022-01-14,2022-02-11,21.48,224.83,246.31
Customer KIDPX,"Russo, Giuseppe",Brazil,"King, Russell",Sales Representative,Shipper ETYNR,Destination RNSMS,2022-04-21,2022-05-19,3.53,525.3,528.83
Customer KIDPX,"Russo, Giuseppe",Brazil,"Lew, Judy",Sales Manager,Shipper GVSUA,Destination SSYXZ,2022-06-26,2022-07-24,3.01,310,313.01
Customer KIDPX,"Russo, Giuseppe",Brazil,"Mortensen, Sven",Sales Manager,Shipper ZHISN,Destination SSYXZ,2022-08-29,2022-09-26,176.81,1779.2,1956.01
Customer KIDPX,"Russo, Giuseppe",Brazil,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination KKELL,2021-11-06,2021-12-04,3.1,814.42,817.52
Customer KIDPX,"Russo, Giuseppe",Brazil,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination KKELL,2022-10-31,2022-11-28,10.83,287.8,298.63
Customer KSLQF,"Grossman, Seth",Spain,"Davis, Sara",CEO,Shipper ETYNR,Destination IIYDD,2023-02-16,2023-03-16,51.87,605,656.87
Customer KSLQF,"Grossman, Seth",Spain,"Funk, Don","Vice President, Sales",Shipper GVSUA,Destination WVLDH,2023-04-08,2023-05-06,59.11,616.5,675.61
Customer KSLQF,"Grossman, Seth",Spain,"King, Russell",Sales Representative,Shipper ETYNR,Destination IIYDD,2021-09-11,2021-10-09,107.83,1117.8,1225.63
Customer KSLQF,"Grossman, Seth",Spain,"King, Russell",Sales Representative,Shipper GVSUA,Destination GGQIR,2023-04-21,2023-05-19,3.2,60,63.2
Customer KSLQF,"Grossman, Seth",Spain,"King, Russell",Sales Representative,Shipper ZHISN,Destination GGQIR,2022-05-28,2022-06-25,4.32,683.3,687.62
Customer KSLQF,"Grossman, Seth",Spain,"Lew, Judy",Sales Manager,Shipper GVSUA,Destination IIYDD,2023-02-26,2023-03-26,38.19,858,896.19
Customer KSLQF,"Grossman, Seth",Spain,"Lew, Judy",Sales Manager,Shipper ZHISN,Destination GGQIR,2023-03-13,2023-04-10,23.39,2362.25,2385.64
Customer KSLQF,"Grossman, Seth",Spain,"Mortensen, Sven",Sales Manager,Shipper ETYNR,Destination GGQIR,2023-02-05,2023-03-05,175.32,2058.46,2233.78
Customer KSLQF,"Grossman, Seth",Spain,"Mortensen, Sven",Sales Manager,Shipper ETYNR,Destination IIYDD,2023-02-06,2023-03-06,19.58,310,329.58
Customer KSLQF,"Grossman, Seth",Spain,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination IIYDD,2022-08-12,2022-09-09,85.46,2775.05,2860.51
Customer KZQZT,"Wood, Robin",United States,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 55-B,2023-04-20,2023-06-01,40.32,539.4,579.72
Customer KZQZT,"Wood, Robin",United States,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 55-B,2021-09-13,2021-10-11,257.62,3741.3,3998.92
Customer KZQZT,"Wood, Robin",United States,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 55-C,2022-10-16,2022-11-13,135.63,1893,2028.63
Customer KZQZT,"Wood, Robin",United States,"Davis, Sara",CEO,Shipper GVSUA,Ship to 55-B,2022-09-24,2022-10-22,26.61,1261.875,1288.485
Customer KZQZT,"Wood, Robin",United States,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 55-B,2023-01-01,2023-01-29,45.53,1411,1456.53
Customer KZQZT,"Wood, Robin",United States,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 55-B,2022-07-09,2022-08-06,5.24,565.5,570.74
Customer KZQZT,"Wood, Robin",United States,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 55-C,2022-02-10,2022-03-24,73.02,1755,1828.02
Customer KZQZT,"Wood, Robin",United States,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 55-A,2023-01-27,2023-02-24,170.97,2227.8875,2398.8575
Customer KZQZT,"Wood, Robin",United States,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 55-C,2021-10-25,2021-11-22,84.21,934.5,1018.71
Customer KZQZT,"Wood, Robin",United States,"Suurs, Paul",Sales Representative,Shipper ZHISN,Ship to 55-B,2023-03-20,2023-04-17,144.38,848,992.38
Customer LCOUJ,"Navarro, Tomás",United States,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 71-C,2022-07-18,2022-08-15,48.77,1483,1531.77
Customer LCOUJ,"Navarro, Tomás",United States,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 71-A,2022-10-29,2022-12-10,74.58,1570,1644.58
Customer LCOUJ,"Navarro, Tomás",United States,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 71-B,2022-02-20,2022-03-20,140.26,2018.5,2158.76
Customer LCOUJ,"Navarro, Tomás",United States,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 71-B,2022-08-11,2022-09-22,107.46,1185.75,1293.21
Customer LCOUJ,"Navarro, Tomás",United States,"Davis, Sara",CEO,Shipper ETYNR,Ship to 71-A,2022-07-28,2022-08-25,544.08,6375,6919.08
Customer LCOUJ,"Navarro, Tomás",United States,"Davis, Sara",CEO,Shipper GVSUA,Ship to 71-A,2023-02-18,2023-03-18,116.13,2753.1,2869.23
Customer LCOUJ,"Navarro, Tomás",United States,"Davis, Sara",CEO,Shipper GVSUA,Ship to 71-C,2022-10-22,2022-11-19,167.05,2827.9,2994.95
Customer LCOUJ,"Navarro, Tomás",United States,"Davis, Sara",CEO,Shipper GVSUA,Ship to 71-C,2023-05-01,2023-05-29,30.09,4330.4,4360.49
Customer LCOUJ,"Navarro, Tomás",United States,"Davis, Sara",CEO,Shipper ZHISN,Ship to 71-B,2021-12-25,2022-01-22,126.56,2556.95,2683.51
Customer LCOUJ,"Navarro, Tomás",United States,"Davis, Sara",CEO,Shipper ZHISN,Ship to 71-B,2023-03-30,2023-04-27,211.22,1809.75,2020.97
Customer LCOUJ,"Navarro, Tomás",United States,"Doyle, Patricia",Sales Representative,Shipper GVSUA,Ship to 71-C,2021-10-08,2021-11-05,214.27,5275.715,5489.985
Customer LCOUJ,"Navarro, Tomás",United States,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 71-A,2022-09-04,2022-10-02,352.69,4371.6,4724.29
Customer LCOUJ,"Navarro, Tomás",United States,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 71-B,2023-03-27,2023-04-24,657.54,720.9,1378.44
Customer LCOUJ,"Navarro, Tomás",United States,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 71-A,2023-01-05,2023-02-02,14.62,40,54.62
Customer LCOUJ,"Navarro, Tomás",United States,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 71-C,2021-12-30,2022-01-27,89.16,2505.6,2594.76
Customer LCOUJ,"Navarro, Tomás",United States,"King, Russell",Sales Representative,Shipper ETYNR,Ship to 71-A,2023-03-11,2023-04-08,400.81,4011.75,4412.56
Customer LCOUJ,"Navarro, Tomás",United States,"King, Russell",Sales Representative,Shipper ETYNR,Ship to 71-C,2023-04-17,2023-05-15,830.75,12615.05,13445.8
Customer LCOUJ,"Navarro, Tomás",United States,"King, Russell",Sales Representative,Shipper ZHISN,Ship to 71-A,2022-09-23,2022-10-21,388.98,5256.5,5645.48
Customer LCOUJ,"Navarro, Tomás",United States,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 71-B,2022-11-20,2022-12-18,232.55,2196,2428.55
Customer LCOUJ,"Navarro, Tomás",United States,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 71-C,2022-10-10,2022-11-07,65.1,1638.4,1703.5
Customer LCOUJ,"Navarro, Tomás",United States,"Mortensen, Sven",Sales Manager,Shipper ETYNR,Ship to 71-A,2022-10-21,2022-12-02,52.41,4451.7,4504.11
Customer LCOUJ,"Navarro, Tomás",United States,"Mortensen, Sven",Sales Manager,Shipper GVSUA,Ship to 71-C,2022-07-22,2022-08-19,200.24,6475.4,6675.64
Customer LCOUJ,"Navarro, Tomás",United States,"Mortensen, Sven",Sales Manager,Shipper ZHISN,Ship to 71-A,2022-10-22,2022-11-19,24.49,2205.75,2230.24
Customer LCOUJ,"Navarro, Tomás",United States,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 71-B,2022-02-10,2022-03-10,86.53,4924.135,5010.665
Customer LCOUJ,"Navarro, Tomás",United States,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 71-A,2023-04-06,2023-05-04,141.16,1811.1,1952.26
Customer LCOUJ,"Navarro, Tomás",United States,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 71-A,2023-01-22,2023-02-05,487.57,4931.92,5419.49
Customer LCOUJ,"Navarro, Tomás",United States,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 71-B,2023-02-11,2023-03-11,23.1,892.64,915.74
